SeniorCitizen,tenure,MonthlyCharges,TotalCharges,charges_ratio,tenure_group,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
0,36,20.0,666.75,33.3375,2-4yrs,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,4,70.4,281.0,3.9914772727272725,0-1yr,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,9,64.95,547.8,8.434180138568129,0-1yr,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
0,1,74.6,74.6,1.0,0-1yr,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,12,49.2,571.15,11.608739837398373,0-1yr,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0,23,73.75,1756.6,23.818305084745763,1-2yrs,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False
0,62,92.3,5731.45,62.09588299024919,4-6yrs,True,False,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False
0,37,98.8,3475.55,35.17763157894737,2-4yrs,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True
0,8,19.2,156.85,8.169270833333334,0-1yr,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,31,88.65,2683.2,30.267343485617594,2-4yrs,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,13,74.4,896.75,12.053091397849462,1-2yrs,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
0,24,98.75,2407.3,24.377721518987343,1-2yrs,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True
0,45,95.95,4456.65,46.447628973423654,2-4yrs,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False
1,69,105.4,6998.95,66.40370018975331,4-6yrs,False,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False
0,2,20.25,36.8,1.8172839506172838,0-1yr,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,61,106.0,6547.7,61.77075471698113,4-6yrs,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True,False,True
0,41,104.7,4346.4,41.512893982808016,2-4yrs,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True
0,44,49.05,2265.0,46.177370030581045,2-4yrs,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False
0,39,35.55,1309.15,36.82559774964839,2-4yrs,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
0,72,65.1,4754.3,73.03072196620585,4-6yrs,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False
1,13,96.85,1235.55,12.757356737222509,1-2yrs,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
0,51,69.75,3562.5,51.075268817204304,4-6yrs,False,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True,True,False,False,False
1,71,99.2,7213.75,72.71925403225806,4-6yrs,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False
1,22,96.7,2082.95,21.540330920372284,1-2yrs,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True
0,2,55.05,102.75,1.8664850136239783,0-1yr,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True
0,56,106.8,5914.4,55.37827715355805,4-6yrs,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False
0,1,51.25,51.25,1.0,0-1yr,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,23,57.75,1282.85,22.213852813852814,1-2yrs,False,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False
1,66,70.85,4738.85,66.88567395906847,4-6yrs,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
0,1,19.55,19.55,1.0,0-1yr,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,19,88.2,1775.8,20.13378684807256,1-2yrs,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True
0,11,79.5,795.65,10.00817610062893,0-1yr,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,8,19.75,145.0,7.341772151898734,0-1yr,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True
0,52,98.15,4993.4,50.875191034131426,4-6yrs,False,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False
0,3,20.25,61.45,3.034567901234568,0-1yr,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,51,79.15,4018.55,50.77132027795325,4-6yrs,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
1,15,75.65,1146.65,15.157303370786517,1-2yrs,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1,64,94.25,6081.4,64.52413793103447,4-6yrs,True,True,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False
0,37,40.2,1478.85,36.787313432835816,2-4yrs,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
0,13,19.95,243.65,12.213032581453636,1-2yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,49,55.35,2633.95,47.587172538392046,4-6yrs,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
1,45,102.15,4735.35,46.3568281938326,2-4yrs,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False
0,18,71.1,1247.75,17.549226441631507,1-2yrs,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,74.7,74.7,1.0,0-1yr,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,68,54.1,3794.5,70.13863216266174,4-6yrs,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False
0,54,19.65,1008.7,51.33333333333334,4-6yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1,23,88.45,2130.55,24.087620124364047,1-2yrs,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False
0,17,76.65,1313.55,17.136986301369863,1-2yrs,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True
0,71,80.4,5727.15,71.23320895522387,4-6yrs,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,False,False,False
0,67,19.25,1372.9,71.31948051948052,4-6yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,14,84.8,1203.9,14.196933962264152,1-2yrs,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,1,25.8,25.8,1.0,0-1yr,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
0,63,19.5,1215.1,62.31282051282051,4-6yrs,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0,41,68.6,2877.05,41.93950437317785,2-4yrs,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,True,False,False
0,17,92.6,1579.7,17.05939524838013,1-2yrs,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False
0,56,100.55,5514.95,54.84783689706614,4-6yrs,True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False
0,5,20.55,96.1,4.67639902676399,0-1yr,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,2,42.6,72.4,1.699530516431925,0-1yr,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True
0,3,19.6,55.25,2.818877551020408,0-1yr,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,37,67.45,2443.3,36.2238695329874,2-4yrs,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False
0,29,68.85,1970.5,28.62018881626725,2-4yrs,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True
0,8,43.55,335.4,7.701492537313433,0-1yr,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,63,109.85,7002.95,63.75011379153391,4-6yrs,False,False,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False
0,7,20.65,158.95,7.697336561743342,0-1yr,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,3,95.4,293.15,3.072851153039832,0-1yr,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False
0,72,21.0,1493.75,71.13095238095238,4-6yrs,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,19,56.2,1093.4,19.455516014234878,1-2yrs,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,59,18.4,1057.85,57.49184782608695,4-6yrs,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,2,90.0,190.05,2.111666666666667,0-1yr,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True
0,35,25.75,882.55,34.27378640776699,2-4yrs,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,14,19.6,300.4,15.326530612244897,1-2yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,14,75.35,1025.95,13.615792966157931,1-2yrs,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0,69,19.8,1436.95,72.57323232323232,4-6yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1,7,64.2,475.0,7.398753894080997,0-1yr,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
0,69,75.75,5388.15,71.13069306930693,4-6yrs,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False
0,72,78.95,5730.15,72.5794806839772,4-6yrs,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False
0,8,100.85,819.55,8.126425384234011,0-1yr,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True
0,4,50.3,217.1,4.31610337972167,0-1yr,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,63,80.3,4896.35,60.975716064757165,4-6yrs,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
0,72,19.85,1434.1,72.24685138539041,4-6yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,46,21.1,937.1,44.41232227488152,2-4yrs,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
0,5,69.95,330.15,4.7197998570407425,0-1yr,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,30,50.0,1474.9,29.498,2-4yrs,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,63,104.75,6536.5,62.400954653937944,4-6yrs,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False
0,60,19.85,1128.1,56.83123425692694,4-6yrs,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,63,107.5,6873.75,63.94186046511628,4-6yrs,False,True,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,True
0,25,85.9,2199.05,25.60011641443539,2-4yrs,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
0,1,45.85,45.85,1.0,0-1yr,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,6,80.8,457.1,5.657178217821783,0-1yr,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,22,25.25,566.5,22.435643564356436,1-2yrs,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,31,80.55,2471.6,30.68404717566729,2-4yrs,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False
0,39,81.5,3107.3,38.12638036809816,2-4yrs,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
0,26,20.9,518.3,24.799043062200955,2-4yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,53,106.1,5769.75,54.38030160226202,4-6yrs,False,True,False,True,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True
0,1,91.7,91.7,1.0,0-1yr,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True
0,12,67.25,832.3,12.376208178438661,0-1yr,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False
0,16,95.6,1555.65,16.272489539748957,1-2yrs,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True
0,2,20.35,45.3,2.226044226044226,0-1yr,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,39,45.05,1790.6,39.74694783573807,2-4yrs,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False
0,1,74.95,74.95,1.0,0-1yr,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,7,34.65,246.6,7.116883116883117,0-1yr,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,4,69.35,261.65,3.7728911319394376,0-1yr,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,10,95.35,898.35,9.421604614577872,0-1yr,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True
0,55,81.55,4509.5,55.29736358062539,4-6yrs,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
0,72,75.4,5480.25,72.68236074270557,4-6yrs,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False
0,10,67.8,653.15,9.633480825958703,0-1yr,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False
1,11,111.4,1183.05,10.619838420107719,0-1yr,True,False,False,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False
0,15,46.3,639.45,13.811015118790499,1-2yrs,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,23,20.4,478.75,23.46813725490196,1-2yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,20.05,20.05,1.0,0-1yr,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,3,45.0,127.1,2.8244444444444445,0-1yr,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,47,96.1,4391.45,45.69667013527575,2-4yrs,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,False
0,15,19.65,270.6,13.770992366412216,1-2yrs,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,66,99.5,6710.5,67.44221105527639,4-6yrs,True,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True
1,68,60.65,3975.9,65.55482275350371,4-6yrs,False,True,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False
0,17,98.6,1704.95,17.291582150101423,1-2yrs,False,True,True,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True
0,7,59.5,415.95,6.990756302521008,0-1yr,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True
1,12,80.45,950.2,11.811062771908018,0-1yr,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,21,71.7,1497.05,20.879358437935842,1-2yrs,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False
0,21,36.0,780.15,21.670833333333334,1-2yrs,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
0,56,65.2,3512.15,53.86733128834356,4-6yrs,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,6,48.95,273.25,5.582226762002042,0-1yr,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,65,53.5,3517.9,65.7551401869159,4-6yrs,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False
0,42,80.45,3375.9,41.962709757613425,2-4yrs,True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False
0,68,109.05,7508.55,68.85419532324622,4-6yrs,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False
0,48,26.3,1245.05,47.340304182509506,2-4yrs,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,50,106.8,5347.95,50.074438202247194,4-6yrs,False,False,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False
1,7,64.95,493.65,7.600461893764433,0-1yr,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False
0,63,19.35,1263.85,65.31524547803616,4-6yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0,17,21.1,385.55,18.27251184834123,1-2yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,42,77.95,3384.0,43.41244387427838,2-4yrs,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True
0,4,18.85,84.2,4.4668435013262595,0-1yr,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,62,26.0,1638.7,63.026923076923076,4-6yrs,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,2,74.7,165.4,2.214190093708166,0-1yr,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True
0,2,70.35,120.25,1.7093105899076049,0-1yr,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,48,96.9,4473.45,46.16563467492259,2-4yrs,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False
0,27,19.55,520.55,26.626598465473144,2-4yrs,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,70,80.4,5717.85,71.11753731343283,4-6yrs,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False
1,1,88.8,88.8,1.0,0-1yr,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True
0,46,94.65,4312.5,45.562599049128366,2-4yrs,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False
0,30,90.25,2755.35,30.530193905817175,2-4yrs,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True
0,15,64.65,994.55,15.383604021655064,1-2yrs,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,69,95.75,6511.25,68.00261096605745,4-6yrs,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
0,65,19.55,1218.65,62.33503836317136,4-6yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False
1,72,104.1,7447.7,71.54370797310278,4-6yrs,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False
1,13,89.05,1169.35,13.131386861313867,1-2yrs,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True
0,17,20.1,279.5,13.905472636815919,1-2yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
0,51,111.55,5720.35,51.28059166293143,4-6yrs,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False
0,51,60.5,3121.45,51.59421487603306,4-6yrs,True,True,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False
0,72,90.95,6468.6,71.12259483232546,4-6yrs,False,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False
0,67,87.4,5918.8,67.720823798627,4-6yrs,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True
0,34,19.7,675.6,34.29441624365482,2-4yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,67,50.95,3521.7,69.1207065750736,4-6yrs,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False
0,49,20.05,923.1,46.03990024937656,4-6yrs,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0,53,19.4,1110.35,57.23453608247423,4-6yrs,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
0,27,59.45,1611.65,27.109335576114383,2-4yrs,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
1,23,94.75,2293.6,24.206860158311343,1-2yrs,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True
0,69,81.5,5553.25,68.13803680981596,4-6yrs,True,False,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False
0,2,29.05,44.75,1.540447504302926,0-1yr,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,35,86.45,3029.1,35.03875072296125,2-4yrs,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True
0,46,70.6,3231.05,45.76558073654392,2-4yrs,False,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False
0,54,97.2,5129.45,52.77211934156378,4-6yrs,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False
0,56,98.25,5508.35,56.064631043257,4-6yrs,False,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True
0,9,75.75,655.9,8.658745874587458,0-1yr,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,20,59.2,1191.2,20.12162162162162,1-2yrs,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,11,75.9,866.4,11.415019762845848,0-1yr,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,30,90.05,2627.2,29.174902831760132,2-4yrs,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0,68,70.95,4741.45,66.82804792107117,4-6yrs,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False
1,38,102.6,4009.2,39.07602339181287,2-4yrs,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False
1,17,85.35,1463.45,17.146455770357353,1-2yrs,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0,48,106.1,5082.8,47.905749293119705,2-4yrs,True,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,True
0,1,43.8,43.8,1.0,0-1yr,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,63,59.0,3707.6,62.840677966101694,4-6yrs,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False
0,3,69.95,220.45,3.1515368120085774,0-1yr,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False
0,48,24.35,1133.7,46.558521560574945,2-4yrs,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,66,29.45,1983.15,67.33955857385399,4-6yrs,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,68,84.4,5746.75,68.08945497630332,4-6yrs,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False
1,17,45.05,770.6,17.105438401775807,1-2yrs,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,7,20.65,134.05,6.491525423728815,0-1yr,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,72,87.1,6230.1,71.5281285878301,4-6yrs,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False
0,29,19.85,573.05,28.86901763224181,2-4yrs,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,37,90.35,3419.3,37.84504703929165,2-4yrs,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False
0,34,109.8,3587.25,32.6707650273224,2-4yrs,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,True,True
1,42,84.65,3541.35,41.835203780271705,2-4yrs,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True
0,59,65.5,3801.3,58.0351145038168,4-6yrs,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False
0,11,79.5,868.5,10.924528301886792,0-1yr,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,60,80.95,4859.1,60.02594193946881,4-6yrs,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0,27,56.15,1439.35,25.6340160284951,2-4yrs,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
0,1,85.8,85.8,1.0,0-1yr,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
1,1,79.1,79.1,1.0,0-1yr,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True
0,17,34.4,592.75,17.23110465116279,1-2yrs,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,58,20.75,1185.95,57.154216867469884,4-6yrs,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,18.8,18.8,1.0,0-1yr,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,3,44.3,134.5,3.0361173814898423,0-1yr,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
0,53,90.8,4921.2,54.198237885462554,4-6yrs,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False
0,35,25.6,901.25,35.205078125,2-4yrs,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,50,105.95,5341.8,50.418121755545066,4-6yrs,True,True,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True
0,68,70.8,4859.95,68.6433615819209,4-6yrs,True,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,47,25.4,1139.2,44.85039370078741,2-4yrs,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,65,108.8,7082.45,65.09604779411765,4-6yrs,False,True,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False
0,5,69.75,324.6,4.6537634408602155,0-1yr,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,51,94.65,4812.75,50.847860538827256,4-6yrs,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True
0,46,96.05,4399.5,45.80426861009891,2-4yrs,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
0,9,76.85,663.55,8.634352635003253,0-1yr,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,8,20.25,174.65,8.624691358024691,0-1yr,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
