customerID,Churn_Yes,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,charges_ratio,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,HighSpender,HighChurnRisk
3115-CZMZD,0,0,0,20.25,1397.475,1397.475,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0139-IVFJG,0,0,2,90.35,190.5,63.5,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,1,1
6683-VLCTZ,1,1,20,98.55,1842.8,87.75238095238095,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,1,1
5730-DBDSI,0,0,66,19.7,1253.8,18.713432835820896,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0
0030-FNXPP,0,0,3,19.85,57.2,14.3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
2189-WWOEW,1,0,15,85.9,1269.55,79.346875,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0
5684-FJVYR,0,0,72,90.35,6563.4,89.90958904109588,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,1,0
4013-GUXND,0,0,1,20.8,20.8,10.4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
1894-IGFSG,1,0,22,89.25,1907.85,82.95,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,0,1
7379-POKDZ,1,0,3,70.3,208.85,52.2125,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1
1266-NZYUI,0,0,72,66.85,4758.8,65.18904109589042,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,0,0
7969-FFOWG,0,0,65,19.9,1292.6,19.584848484848482,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0
4718-DHSMV,0,0,11,35.8,363.15,30.2625,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
5175-WLYXL,0,0,22,78.85,1600.25,69.57608695652173,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0
7817-OMJNA,0,0,14,20.4,275.7,18.38,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0
8728-SKJLR,0,0,41,74.25,3089.1,73.55,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,0,1
3137-NYQQI,0,0,17,64.8,1175.6,65.3111111111111,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,0,0
7706-DZNKK,0,0,11,20.45,237.3,19.775000000000002,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0
0236-HFWSV,1,0,15,93.35,1444.65,90.290625,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,1,1
3900-AQPHZ,1,0,1,19.9,19.9,9.95,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
5842-POCOP,1,0,5,88.9,454.15,75.69166666666666,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,0,1
2037-XJFUP,1,0,33,95.8,3036.75,89.31617647058823,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,True,False,1,1
8823-RLPWL,0,0,72,110.65,8065.65,110.48835616438356,False,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,1,0
9505-SQFSW,0,0,3,40.3,92.5,23.125,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,0
7314-OXENN,1,0,2,82.0,184.65,61.550000000000004,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,0,1
3758-CKOQL,0,0,59,107.0,6152.3,102.53833333333334,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,False,1,0
0322-CHQRU,1,0,2,45.35,89.5,29.833333333333332,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1
5676-CFLYY,0,0,71,73.35,5154.5,71.59027777777777,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,0,0
7521-AFHAB,0,0,5,44.8,220.45,36.74166666666667,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0
0285-INHLN,0,0,27,54.75,1510.3,53.93928571428571,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,0,0
4678-DVQEO,1,0,1,52.2,52.2,26.1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,1
5125-CNDSP,0,0,63,40.6,2588.95,40.45234375,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,0,0
0691-IFBQW,1,1,46,110.0,4874.8,103.71914893617021,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,1,1
4992-LTJNE,0,0,72,55.3,3983.6,54.56986301369863,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0
2202-OUTMO,0,0,34,60.85,2003.6,57.245714285714286,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0,0
0810-BDHAW,0,0,24,78.4,1832.4,73.296,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,False,0,0
0229-LFJAF,0,0,72,69.65,4908.25,67.23630136986301,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,0,0
7131-ZQZNK,0,0,60,59.85,3590.2,58.85573770491803,False,True,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,False,False,0,0
3442-ZHHCC,0,0,68,76.9,5023.0,72.79710144927536,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,0,0
5726-CVNYA,0,0,8,19.85,146.6,16.288888888888888,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,0,0
9871-ELEYA,0,0,34,67.65,2339.3,66.83714285714287,False,False,True,True,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,0,0
4257-GAESD,0,0,6,45.0,298.7,42.67142857142857,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,0,0
5173-WXOQV,0,0,2,64.2,143.65,47.88333333333333,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,0,0
2040-OBMLJ,0,0,31,81.7,2548.65,79.6453125,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,0,0
6286-ZHAOK,0,0,20,25.55,507.4,24.16190476190476,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0
3807-XHCJH,0,0,1,20.0,20.0,10.0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1
3009-JWMPU,1,0,62,96.75,6125.4,97.22857142857143,True,False,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,1,1
5671-RQRLP,0,1,70,75.65,5411.4,76.2169014084507,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,0,0
1450-GALXR,1,0,10,98.5,1058.25,96.20454545454545,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,1,1
8859-AXJZP,0,0,39,23.8,903.8,22.595,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,0,0
3174-AKMAS,0,0,46,64.2,3009.5,64.03191489361703,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,0,0
3138-BKYAV,1,0,6,85.35,489.45,69.92142857142856,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0,1
9926-PJHDQ,0,0,72,76.8,5468.45,74.91027397260274,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,0,0
7382-DFJTU,0,0,18,55.2,1058.1,55.68947368421052,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,0,0
2798-NYLMZ,0,0,71,108.55,7616.0,105.77777777777777,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,1,0
4289-DTDKW,1,0,40,101.3,4113.1,100.31951219512196,True,True,False,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,1,1
1820-TQVEV,1,0,1,69.55,69.55,34.775,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1
2239-JALAW,1,0,58,103.25,6017.65,101.99406779661017,True,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,1,0
4853-RULSV,1,0,70,104.0,7250.15,102.11478873239436,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,False,False,1,0
8098-TDCBU,0,0,42,25.25,1108.2,25.772093023255817,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,0
3551-GAEGL,0,0,34,30.4,938.65,26.818571428571428,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0
4785-NKHCX,0,1,5,20.05,94.15,15.691666666666668,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0
3196-NVXLZ,0,0,25,84.6,2088.05,80.3096153846154,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
6275-YDUVO,1,0,2,86.2,178.7,59.56666666666666,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,1
0036-IHMOT,0,0,55,103.7,5656.75,101.01339285714286,False,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,1,0
0115-TFERT,1,0,21,111.2,2317.1,105.32272727272726,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,1,1
4178-EGMON,0,0,70,88.0,5986.45,84.3161971830986,True,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,0,0
4220-TINQT,0,0,61,106.35,6751.35,108.89274193548388,False,True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,1,1
5318-YKDPV,0,0,43,79.15,3566.6,81.05909090909091,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,0,0
7975-TZMLR,0,0,47,103.1,4889.3,101.86041666666667,True,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,1,1
0295-QVKPB,0,0,5,63.95,318.1,53.01666666666667,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,0,0
4335-BSMJS,0,0,62,25.8,1563.95,24.824603174603176,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,0,0
2311-QYMUQ,1,0,16,89.45,1430.25,84.13235294117646,False,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,0,0
3643-AHCFP,1,1,7,95.6,644.35,80.54375,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,1,1
9146-JRIOX,0,0,14,25.55,372.45,24.83,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
3104-OWCGK,1,0,60,90.95,5453.4,89.39999999999999,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,1,1
5337-IIWKZ,0,0,34,44.85,1442.6,41.21714285714285,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,0,0
9101-BWFSS,1,0,50,108.55,5610.7,110.01372549019608,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,False,1,1
9650-VBUOG,0,0,38,25.05,963.95,24.71666666666667,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0
3487-EARAT,0,0,70,74.1,5222.3,73.55352112676057,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,0,0
2672-TGEFF,0,0,37,88.8,3340.55,87.90921052631579,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0,1
9231-ZJYAM,1,1,4,78.85,292.8,58.56,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0,1
4250-WAROZ,0,1,60,93.25,5774.55,94.66475409836066,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,1,1
8184-WMOFI,0,0,62,71.4,4487.3,71.22698412698414,True,True,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,0,0
6982-SSHFK,1,0,1,44.4,44.4,22.2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0
6092-QZVPP,0,0,36,79.2,2854.95,77.1608108108108,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,0,0
4625-LAMOB,0,0,44,20.4,905.55,20.12333333333333,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0
0727-BMPLR,1,1,55,100.0,5509.3,98.38035714285715,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,1,1
0392-BZIUW,0,0,72,105.0,7589.8,103.96986301369863,False,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,1,0
1038-ZAGBI,1,0,12,19.8,229.6,17.661538461538463,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0
6549-NNDYT,0,0,13,30.85,394.1,28.150000000000002,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0
3027-ZTDHO,1,0,1,89.9,89.9,44.95,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,1,1
0422-OHQHQ,0,0,15,20.55,295.95,18.496875,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0
6916-HIJSE,0,0,65,84.85,5459.2,82.71515151515152,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,0,0
2316-ESMLS,0,0,12,33.15,444.75,34.21153846153846,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0
9778-OGKQZ,0,0,72,92.0,6782.15,92.90616438356165,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,1,0
7408-OFWXJ,0,0,72,89.8,6510.45,89.18424657534246,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False,0,0
6007-TCTST,0,0,72,115.8,8476.5,116.11643835616438,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,1,0
2252-NKNSI,0,0,52,85.15,4461.85,84.18584905660379,True,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,True,0,0
8713-IGZSO,0,0,2,24.85,62.0,20.666666666666668,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
7905-TVXTA,0,0,5,64.35,352.65,58.775,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,0,1
7695-PKLCZ,0,0,68,20.5,1424.9,20.65072463768116,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0
2382-BCKQJ,1,0,62,100.15,6413.65,101.80396825396825,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,1,1
8374-UULRV,0,0,72,86.05,6309.65,86.43356164383562,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,0,0
2207-NHRJK,1,0,1,50.8,50.8,25.4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,1
3224-DFQNQ,0,0,66,89.0,5898.6,88.03880597014926,False,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,0,0
5275-PMFUT,0,0,72,64.8,4719.75,64.6541095890411,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,0,0
4795-UXVCJ,0,0,26,19.8,457.3,16.937037037037037,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,0
9777-IQHWP,0,0,64,93.4,5822.3,89.57384615384616,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,1,0
0947-MUGVO,1,1,20,73.65,1463.5,69.69047619047619,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,0,1
9944-HKVVB,1,0,3,95.1,307.4,76.85,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,1,1
4124-MMETB,1,0,22,94.65,2104.55,91.50217391304349,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,1,1
3671-SHRSP,1,0,4,80.6,319.15,63.83,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,0,1
0979-MOZQI,0,0,62,39.0,2337.45,37.10238095238095,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,0,0
2732-ISEZX,0,0,5,20.5,104.3,17.383333333333333,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0
3313-QKNKB,1,0,59,85.55,5084.65,84.74416666666666,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,0,0
0323-XWWTN,0,0,3,26.4,121.25,30.3125,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,0,0
1937-OTUKY,0,0,72,98.2,7015.9,96.10821917808218,False,True,False,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,1,0
1573-LGXBA,0,0,57,97.55,5598.0,96.51724137931035,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,False,1,0
1764-VUUMT,0,0,66,19.95,1269.1,18.941791044776117,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0
5073-WXOYN,1,0,60,50.8,3027.4,49.62950819672131,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0,0
4713-ZBURT,0,0,45,99.7,4634.35,100.74673913043479,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,1,0
3050-GBUSH,0,0,3,34.8,113.95,28.4875,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,0,0
0207-MDKNV,1,0,15,105.1,1582.75,98.921875,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,1,1
7876-AEHIG,0,0,51,60.15,3077.0,59.17307692307692,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,0,0
7945-HLKEA,0,0,60,64.75,4039.5,66.22131147540983,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,0,0
9342-VNIMQ,0,0,33,54.65,1665.2,48.976470588235294,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0
9851-KIELU,1,0,10,110.1,1043.3,94.84545454545454,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,1,1
3523-BRGUW,0,1,26,19.3,504.2,18.674074074074074,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,0
3908-BLSYF,1,0,6,83.9,497.55,71.07857142857144,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0,1
3199-NPKCN,0,0,67,111.25,7511.65,110.46544117647058,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,1,1
5170-PTRKA,0,0,49,35.8,1782.0,35.64,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,0,0
4661-NJEUX,0,0,1,20.05,20.05,10.025,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0
2123-AGEEN,0,1,7,84.35,609.65,76.20625,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,0,1
1258-YMZNM,0,1,27,110.5,2857.6,102.05714285714285,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,1,0
0048-LUMLS,0,0,37,91.2,3247.55,85.46184210526316,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,1,0
7549-MYGPK,1,0,63,100.55,6215.35,97.11484375,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False,True,False,1,1
5898-IGSLP,0,0,31,89.3,2823.0,88.21875,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,0,1
3804-RVTGV,1,0,50,103.85,5017.9,98.39019607843136,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,1,1
6259-WJQLC,0,1,32,81.1,2619.25,79.37121212121212,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,0,0
9227-LUNBG,1,0,1,24.6,24.6,12.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1
7997-EASSD,0,0,63,81.2,4965.1,77.5796875,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,0,0
0730-KOAVE,0,0,30,94.3,2679.7,86.44193548387096,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,1,1
8975-SKGRX,0,0,71,116.1,8310.55,115.42430555555555,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,1,0
0678-RLHVP,0,0,53,105.55,5682.25,105.22685185185185,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,False,1,1
4315-MURBD,1,0,12,98.9,1120.95,86.22692307692309,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,1,1
2267-FPIMA,0,0,50,94.4,4914.9,96.37058823529411,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,1,1
1051-GEJLJ,0,0,2,19.5,27.55,9.183333333333334,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
9734-YWGEX,1,0,9,98.3,923.5,92.35,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,1,1
2719-BDAQO,1,0,17,93.85,1625.65,90.3138888888889,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,1,1
5285-MVEHD,0,0,56,105.6,6068.65,106.46754385964911,False,True,False,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,1,0
0379-DJQHR,0,0,67,81.35,5398.6,79.39117647058823,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,False,True,False,False,0,0
0781-LKXBR,1,1,9,100.5,918.6,91.86,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,1,1
5543-QDCRY,0,0,4,56.4,234.85,46.97,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0,1
0297-RBCSG,0,0,19,65.35,1231.85,61.592499999999994,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,0,0
4694-PHWFW,0,0,8,19.95,170.9,18.98888888888889,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
0835-JKADZ,0,0,71,111.25,7984.15,110.89097222222222,False,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,False,1,1
1907-UBQFC,1,1,10,72.85,688.65,62.60454545454545,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,0,1
7508-SMHXL,0,1,15,89.0,1288.3,80.51875,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0
3865-YIOTT,0,0,72,106.1,7848.5,107.51369863013699,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,False,1,0
5993-BQHEA,0,0,12,20.05,267.0,20.53846153846154,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,0
6024-RUGGH,0,0,72,25.2,1798.9,24.64246575342466,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0,0
6513-EECDB,1,1,1,73.55,73.55,36.775,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1
3956-CJUST,0,1,23,75.4,1643.55,68.48125,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0
4079-WWQQQ,0,0,72,65.55,4807.45,65.8554794520548,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,0,0
6103-BOCOU,0,0,26,80.7,2193.0,81.22222222222223,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0,1
5149-TGWDZ,0,0,21,104.55,2239.4,101.7909090909091,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,True,1,0
7471-WNSUF,0,0,60,24.15,1505.9,24.686885245901642,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0
8942-DBMHZ,0,0,12,20.45,255.35,19.642307692307693,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
4301-VVZKA,0,0,16,75.4,1189.4,69.96470588235294,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1
9199-PWQVC,0,0,63,79.7,4786.15,74.78359375,False,True,False,True,True,False,False,True,True,False,False,True,True,True,False,True,True,False,False,0,0
4824-GUCBY,0,1,22,81.7,1820.9,79.16956521739131,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,0,1
5393-HJZSM,0,0,32,76.3,2404.15,72.85303030303031,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,0,0
7074-IEVOJ,1,1,3,79.4,205.05,51.2625,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,0,1
9625-QSTYE,1,0,13,81.15,952.3,68.02142857142857,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,0,1
0862-PRCBS,0,0,68,103.75,7039.45,102.02101449275362,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,False,1,0
8812-ZRHFP,0,0,30,86.45,2538.05,81.87258064516129,False,True,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,0,0
5146-CBVOE,0,0,16,75.1,1212.85,71.34411764705882,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0
0454-OKRCT,0,0,33,80.6,2651.1,77.9735294117647,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,0,0
5787-KXGIY,0,0,72,19.3,1304.8,17.873972602739727,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0
4750-ZRXIU,1,1,4,84.6,360.1,72.02000000000001,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0,1
4198-VFOEA,0,0,12,33.6,435.45,33.496153846153845,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,0,0
6630-UJZMY,0,1,4,83.25,308.05,61.61,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0,1
5709-LVOEQ,0,0,0,80.85,1397.475,1397.475,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,False,False,False,True,0,0
6400-BWQKW,1,0,6,79.05,434.5,62.07142857142857,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,0,1
2692-AQCPF,0,0,65,108.05,7118.9,107.86212121212121,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,1,0
0347-UBKUZ,0,0,15,19.9,320.45,20.028125,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
0835-DUUIQ,0,0,24,21.05,531.55,21.261999999999997,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0
